Diabetes Mortality Rate,Inactivity Rate,che_gdp,Country Name
0.5668292860919105,0.8094426105408937,0.15332064658511677,Algeria
0.9433529941751573,0.3269283652179368,0.05659480892001582,Angola
0.9356350778071232,0.3493527747184347,0.050394840741779925,Benin
0.9792462033331321,0.1950244707540666,0.055157311978944155,Botswana
0.9351526219175069,0.33139170155238357,0.12517633108151166,Burkina Faso
0.9327343574060596,0.3040351868479002,0.19382781965617701,Burundi
0.7579902069697111,0.6369104620814157,0.14069793683367204,Cabo Verde
0.9681099858164944,0.24556708224501442,0.049597010797600385,Cameroon
0.9660342166305275,0.2263898049458805,0.12460155904164738,Central African Republic
0.9258511849544971,0.3628031613881544,0.10570453824275595,Chad
0.9307422260151463,0.34336930389933523,0.12576338836106554,Comoros
0.9652654674929937,0.2538135722447948,0.06197780094411819,Congo
0.9372185750631398,0.34449384265600325,0.054270940002166417,Côte d'Ivoire
0.9450066127667212,0.31686627751581103,0.08098310935276039,Democratic Republic of the Congo
0.9689310597171549,0.24365695086128739,0.042472247554977874,Equatorial Guinea
0.9795018846229686,0.18980607945856612,0.06745153979429426,Eritrea
0.9937279767705528,0.10507389583415602,0.03826466513294732,Eswatini
0.9726040618080355,0.2201378044206145,0.07470398931370545,Ethiopia
0.9649157766999862,0.26037897429208373,0.03376882618724969,Gabon
0.9125763581372001,0.40430670210920117,0.061159473498604816,Gambia
0.9325148690730937,0.3542227025078452,0.07030146503188653,Ghana
0.9539942847253676,0.29235292533523033,0.06651820622406755,Guinea
0.9445619489958389,0.29773412764994084,0.138409225638001,Guinea-Bissau
0.9661246962880771,0.23040069209655129,0.11626948139430698,Kenya
0.997092705360775,0.046943081317636005,0.06002069670319331,Lesotho
0.8792454661458902,0.3144073140963325,0.3578763069897561,Liberia
0.9287822934691221,0.3589148818271355,0.09243137422569717,Madagascar
0.9841608602673799,0.06066942712887518,0.1665731722986168,Malawi
0.8322480264880107,0.5481967556564078,0.08272568823890342,Mali
0.7395747668395164,0.669293535210455,0.0712413361733652,Mauritania
0.9772606600965689,0.20733725189748425,0.04441695850930741,Mauritius
0.9805718191407369,0.14295537781427606,0.13432299676899617,Mozambique
0.9299502447738284,0.3447934246206821,0.1277107535935751,Namibia
0.928180712664592,0.3503427612252118,0.1254612063330516,Niger
0.9089342778851289,0.4065840592696326,0.09234652799790054,Nigeria
0.9672708757844133,0.1968077965356632,0.16016786220097687,Rwanda
0.8282837814574121,0.5147902359042744,0.22121706623186108,Sao Tome and Principe
0.942674755774554,0.32262512905384694,0.08530727359594617,Senegal
0.8994182711587413,0.42309584091938074,0.10971181751544702,Seychelles
0.9504420196515114,0.25905887087419527,0.17189668031158425,Sierra Leone
0.8806490405211818,0.4658428449388035,0.08630012310793087,South Africa
0.8970906511340767,0.4153410812690857,0.1507320465530302,South Sudan
0.950212999092255,0.291375425135819,0.11043377193152062,Togo
0.9889796445529268,0.11297881691458357,0.09568202333013075,Uganda
0.9895382077390612,0.11316220919166696,0.08948994264959657,United Republic of Tanzania
0.9594353206429587,0.2553042493995943,0.11959768284232311,Zambia
0.9667189863257076,0.2526978278637575,0.03997760961256998,Zimbabwe
0.8472989988263655,0.5248661086439956,0.08124022762614669,Antigua and Barbuda
0.3939219939551846,0.8912987505147978,0.22452616776031192,Argentina
0.8011910462541961,0.5877802285138672,0.11228227985881219,Bahamas
0.7157226393963251,0.68685992313707,0.12635089807237754,Barbados
0.8467471494367536,0.5281794085456751,0.0636064250612528,Belize
0.9416001336043762,0.3164993322369151,0.11496678254960226,Bolivia (Plurinational State of)
0.5751600439077431,0.7945312158648772,0.19470765498131515,Brazil
0.21222687403315316,0.927770044048376,0.3069242566246442,Canada
0.3646937614002459,0.904720781334551,0.22017894589887596,Chile
0.3432432560016979,0.9087118214885174,0.23754345433283106,Colombia
0.46406952589088324,0.8756036771550915,0.1340062524358216,Costa Rica
0.1908134977291567,0.9574890940174511,0.21634427175685952,Cuba
0.6738417660604348,0.7324887239073723,0.09694092872003794,
0.847846495025068,0.49819688175500887,0.18153839231218577,Dominican Republic
0.6358912358639508,0.7492171391982058,0.18524582176954382,Ecuador
0.9115280877192287,0.40614179777956344,0.0645397969884503,El Salvador
0.912534304006799,0.4020060486635102,0.07531454606368278,Grenada
0.9391753933881982,0.3401361002910777,0.04750803861349141,Guatemala
0.9418100559211263,0.3336038358788788,0.04125892936981052,Guyana
0.6830713965050894,0.7085168960229395,0.17724918991805252,Haiti
0.8725872456237573,0.4801823858745244,0.08953421173268887,Honduras
0.957048658625541,0.28327814124746187,0.061736210723011636,Jamaica
0.871588777536775,0.4755629027864359,0.1190501086319927,Mexico
0.46821829188021025,0.8713598524361412,0.14664119036356912,Nicaragua
0.8212702705061049,0.5569252989646664,0.12389251049174214,Panama
0.49214210527857283,0.8567692177311718,0.1540865203718028,Paraguay
0.9553324226795241,0.2833838533978482,0.08386628530379794,Peru
0.863123957673126,0.49723768754936704,0.08815733532292118,
0.8256416864912641,0.560393672412055,0.06538147633995003,Saint Lucia
0.8647309853121147,0.4961374997005227,0.07802502439636463,Saint Vincent and the Grenadines
0.3624270605805704,0.8283316968469713,0.42721566656379145,Suriname
0.41141731654256397,0.8782037603611494,0.24391381046683816,Trinidad and Tobago
0.7696823355786877,0.6359986245516661,0.055631392814894084,United States of America
0.823891692337864,0.4744152765921462,0.3100526159100224,Uruguay
0.965778341062516,0.25777548545944057,0.02870531363151919,Venezuela (Bolivarian Republic of)
0.9585846103297481,0.2807426603566863,0.047948967609484416,Afghanistan
0.7588096071308337,0.645363793557951,0.08782684151465438,Bahrain
0.49961593633890894,0.8595228643731804,0.10772354327591838,Djibouti
0.7400744941980701,0.6691900881188863,0.06689072432637924,Egypt
0.8445922299027122,0.5183594626552955,0.13404265240466373,Iran (Islamic Republic of)
0.28869233141518036,0.9534299113946931,0.08733923425342731,Iraq
0.3430039675789441,0.9256923785440264,0.1595051677238253,Jordan
0.7937383560178567,0.5924483713439803,0.13778370541517415,Kuwait
0.8442335373456218,0.5328974031865963,0.057359324419668685,Lebanon
0.8204654641516667,0.5705460836541302,0.036243462325286156,
0.9223990104172135,0.3856718007540457,0.020912381128817006,Morocco
0.5903724774787424,0.8017158439506867,0.09333832757259909,Oman
0.7660877257646521,0.6359470100244021,0.09317186739443506,Pakistan
0.5127556010406756,0.8402325580174979,0.17632623755070553,Qatar
0.6864652976737116,0.7248389311866869,0.058085445043350066,Saudi Arabia
0.21234397821978424,0.9358121439689543,0.28136393890124806,Sudan
0.5475508781082057,0.759423158742345,0.35137515826923815,
0.4301651436937535,0.7698549274989959,0.47146722023535037,Tunisia
0.7857502057561432,0.6069393491759996,0.11925284305203232,United Arab Emirates
0.17212101724392462,0.891231440671943,0.4196199168065422,
0.18790050165305916,0.9013562450653364,0.3901926715870582,Albania
0.8571475856420558,0.46873054451520985,0.21351743035749876,
0.28304693690623106,0.9267807179445084,0.2469047029812544,Armenia
0.5574809078247814,0.7984486740119479,0.22736480022074657,Austria
0.3848153415480625,0.8994653594309,0.20707298252811723,Azerbaijan
0.5564510757880634,0.7696969600747224,0.3129357600307736,Belarus
0.5483163900655281,0.6247814391385527,0.5558752465198167,Belgium
0.40027650585356594,0.8291866946070098,0.3901642530375658,Bosnia and Herzegovina
0.3004706088651658,0.6494353063910755,0.6985350356431139,Bulgaria
0.24486713998693999,0.856443514916837,0.4544717697629964,Croatia
0.7444256413599075,0.6302744153221663,0.2204192048715165,Cyprus
0.44563323347298767,0.6091473883058329,0.656011036907606,Czechia
0.1941123952295713,0.949090884824741,0.24808641712280205,Denmark
0.4070196195693619,0.8858156474926023,0.2228579546322586,Estonia
0.1783872769179028,0.9215349065941117,0.3448933101154577,Finland
0.2556145870989387,0.9245631228541739,0.2825671862060012,France
0.548582973021417,0.8013941351184126,0.23837819092524914,Georgia
0.2453777596498846,0.9438245059805593,0.2213256807958723,Germany
0.4763860576232057,0.87096390053775,0.12032542566842731,Greece
0.36919919296041337,0.8968358034895606,0.24367498332125473,Hungary
0.5876822390519436,0.6872914558434459,0.4269192436837337,Iceland
0.3971468231800328,0.8562866228128629,0.33022359157054426,Ireland
0.401988837617961,0.8473449960795838,0.3470035043763257,Israel
0.3798204724449538,0.895215399179238,0.23307895182544872,Italy
0.6103754805729057,0.7180225666644177,0.3344927001834812,Kazakhstan
0.4105187488013633,0.5836148826697526,0.7006197439474097,Kyrgyzstan
0.7876880291029519,0.5858003261694018,0.19074995849994203,Latvia
0.15646942997786206,0.9492001209054544,0.27301364060331096,Lithuania
0.3106937670132354,0.9365782789652165,0.162143487410622,Luxembourg
0.2390651449520054,0.9493313829044533,0.20400436735961036,Malta
0.5171170116134862,0.6932194241048402,0.5020326944967742,
0.17263560452361673,0.969936746705123,0.17152158885063898,Montenegro
0.3821327876991424,0.8554235989767598,0.3496069205249373,Netherlands (Kingdom of the)
0.44106416586136454,0.8759696110569842,0.19529373286845217,North Macedonia
0.35706400903791147,0.8857464723386291,0.29657794960085687,Norway
0.3074124626861071,0.8508718655311207,0.4260453570136085,Poland
0.24587688172157135,0.8705098977515906,0.42632977488253365,Portugal
0.5097591647738371,0.5246643032448998,0.6818159303137641,Republic of Moldova
0.252405922094997,0.8224064271124413,0.5098420531257921,Romania
0.7041006366405401,0.692954936456529,0.15509916029080834,Russian Federation
0.5145994532748104,0.852863295829881,0.0883832637746494,
0.8452322461121391,0.484909042302817,0.2246011371858861,Serbia
0.22697803258431593,0.8251393015783386,0.5173259182710305,Slovakia
0.186666284323278,0.822511240471283,0.5372438530084196,Slovenia
0.6767090707619713,0.7155069022532182,0.17353589362570718,Spain
0.8123372809500025,0.5791544111678774,0.06847123486213816,Sweden
0.9594614669759627,0.26314919063214937,0.1009266905133542,Switzerland
0.5474231019267775,0.834996350609464,0.055758783574805654,Tajikistan
0.9474075298131289,0.31412802667622863,0.06117642773065246,Türkiye
0.7523706099086741,0.6103181143441039,0.24789163892537222,Turkmenistan
0.9338132676777837,0.3467059050060263,0.08824849314799735,Ukraine
0.9214771195679383,0.32480969487377653,0.21302248761288028,United Kingdom of Great Britain and Northern Ireland
0.835115197883766,0.5467611416639968,0.0602898020384953,Uzbekistan
0.7064523525228378,0.696553400539947,0.12545291471777126,Bangladesh
0.765294836004937,0.5927418911190949,0.25095988623032145,Bhutan
0.3230682622832339,0.8749225961844145,0.36074554549046833,India
0.908313261386995,0.4173373941241892,0.028222662067061473,Indonesia
0.9407523782826122,0.2952208694038197,0.16682206396056165,Maldives
0.4519363837161528,0.870001253702358,0.1971073911092416,Myanmar
0.9980571659905744,0.05884882891959823,0.02046237399850951,Nepal
0.0720433022254497,0.9695610294123975,0.2340110528355968,Sri Lanka
0.9890554404791277,0.1338376931772163,0.06210320075197381,Thailand
0.9600856307560458,0.27572766174313634,0.047008915807835124,Timor-Leste
0.5533081842531115,0.8279576149763865,0.09130301770006574,Australia
0.9888781878463686,0.13924567790533351,0.052254863757991314,Brunei Darussalam
0.37973419099551187,0.8972079157162991,0.2254326954214905,Cambodia
0.42372124748830764,0.798548376955983,0.4275287055718221,China
0.9924659954357442,0.12048857857267167,0.022220493632553164,
0.8230493763010139,0.563246767859026,0.07309447767699216,Fiji
0.1524627630109826,0.9758708707873472,0.15630466865644727,Japan
0.9889915483541367,0.13210367154922986,0.06666586268323925,Kiribati
0.16101511358879203,0.9593411398786041,0.23181611361682547,Lao People's Democratic Republic
0.9836550987137801,0.17362203894267733,0.0477287582885948,Malaysia
0.9639144002924388,0.2607663103299806,0.05357201046961223,
0.9963089359118003,0.07408201083648251,0.04336311673207631,Micronesia (Federated States of)
0.8251311297524154,0.5585492047528308,0.08474316835877031,Mongolia
